
trade_time,RB1911,RB1912,RB2001,RB2002,RB2003,RB2004
2019-10-24 23:00:00,3487.0,3405.0,3299.0,3190.0,3174.0,3216.0
2019-10-25 09:05:00,3466.0,3410.0,3312.0,3202.0,3197.0,3207.0
2019-10-25 09:10:00,3466.0,3410.0,3312.0,3202.0,3197.0,3207.0
2019-10-25 09:15:00,3466.0,3417.0,3308.0,3202.0,3197.0,3207.0
2019-10-25 09:20:00,3466.0,3417.0,3309.0,3202.0,3191.0,3207.0
2019-10-25 09:25:00,3466.0,3417.0,3306.0,3202.0,3191.0,3207.0
2019-10-25 09:30:00,3466.0,3420.0,3308.0,3192.0,3191.0,3217.0
2019-10-25 09:35:00,3467.0,3409.0,3310.0,3200.0,3191.0,3217.0
2019-10-25 09:40:00,3467.0,3409.0,3310.0,3200.0,3191.0,3217.0
2019-10-25 09:45:00,3467.0,3409.0,3306.0,3200.0,3191.0,3217.0
2019-10-25 09:50:00,3467.0,3409.0,3307.0,3200.0,3191.0,3217.0
2019-10-25 09:55:00,3467.0,3409.0,3306.0,3190.0,3191.0,3217.0
2019-10-25 10:00:00,3467.0,3409.0,3305.0,3193.0,3191.0,3217.0
2019-10-25 10:05:00,3467.0,3415.0,3305.0,3190.0,3191.0,3217.0
2019-10-25 10:10:00,3467.0,3415.0,3305.0,3190.0,3191.0,3217.0
2019-10-25 10:15:00,3467.0,3415.0,3303.0,3190.0,3191.0,3217.0
2019-10-25 10:35:00,3470.0,3408.0,3303.0,3190.0,3191.0,3217.0
2019-10-25 10:40:00,3470.0,3408.0,3307.0,3190.0,3191.0,3217.0
2019-10-25 10:45:00,3470.0,3408.0,3308.0,3190.0,3191.0,3217.0
2019-10-25 10:50:00,3470.0,3408.0,3310.0,3199.0,3191.0,3217.0
2019-10-25 10:55:00,3470.0,3409.0,3310.0,3197.0,3187.0,3217.0
2019-10-25 11:00:00,3470.0,3409.0,3306.0,3197.0,3195.0,3217.0
2019-10-25 11:05:00,3470.0,3409.0,3306.0,3197.0,3195.0,3217.0
2019-10-25 11:10:00,3470.0,3409.0,3308.0,3197.0,3195.0,3217.0
2019-10-25 11:15:00,3470.0,3409.0,3307.0,3197.0,3195.0,3217.0
2019-10-25 11:20:00,3470.0,3409.0,3310.0,3197.0,3195.0,3217.0
2019-10-25 11:25:00,3470.0,3409.0,3305.0,3195.0,3190.0,3217.0
2019-10-25 11:30:00,3467.0,3409.0,3308.0,3196.0,3185.0,3217.0
2019-10-25 13:35:00,3467.0,3419.0,3308.0,3195.0,3189.0,3217.0
2019-10-25 13:40:00,3467.0,3419.0,3318.0,3196.0,3200.0,3217.0
2019-10-25 13:45:00,3475.0,3416.0,3319.0,3203.0,3200.0,3217.0
2019-10-25 13:50:00,3475.0,3416.0,3318.0,3204.0,3196.0,3217.0
2019-10-25 13:55:00,3475.0,3416.0,3318.0,3202.0,3192.0,3217.0
2019-10-25 14:00:00,3475.0,3415.0,3318.0,3200.0,3192.0,3217.0
2019-10-25 14:05:00,3468.0,3415.0,3323.0,3204.0,3194.0,3217.0
2019-10-25 14:10:00,3487.0,3415.0,3324.0,3202.0,3193.0,3217.0
2019-10-25 14:15:00,3487.0,3415.0,3331.0,3208.0,3199.0,3217.0
2019-10-25 14:20:00,3487.0,3415.0,3338.0,3210.0,3207.0,3217.0
2019-10-25 14:25:00,3487.0,3431.0,3335.0,3215.0,3207.0,3217.0
2019-10-25 14:30:00,3487.0,3431.0,3338.0,3215.0,3207.0,3217.0
2019-10-25 14:35:00,3487.0,3428.0,3333.0,3212.0,3205.0,3217.0
2019-10-25 14:40:00,3487.0,3428.0,3332.0,3212.0,3203.0,3217.0
